Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	Node0	256	netDeviceFace://	InInterests	0	0	0	0
0.5	Node0	256	netDeviceFace://	OutInterests	81.6	0	51	0
0.5	Node0	256	netDeviceFace://	InData	62.4	64.4719	39	40.2949
0.5	Node0	256	netDeviceFace://	OutData	0	0	0	0
0.5	Node0	256	netDeviceFace://	InSatisfiedInterests	0	0	0	0
0.5	Node0	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
0.5	Node0	256	netDeviceFace://	OutSatisfiedInterests	62.4	0	39	0
0.5	Node0	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
0.5	Node0	258	appFace://	InInterests	81.6	2.07187	51	1.29492
0.5	Node0	258	appFace://	OutInterests	0	0	0	0
0.5	Node0	258	appFace://	InData	0	0	0	0
0.5	Node0	258	appFace://	OutData	62.4	64.4719	39	40.2949
0.5	Node0	258	appFace://	InSatisfiedInterests	62.4	0	39	0
0.5	Node0	258	appFace://	InTimedOutInterests	0	0	0	0
0.5	Node0	258	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	Node0	258	appFace://	OutTimedOutInterests	0	0	0	0
0.5	Node0	-1	all	SatisfiedInterests	62.4	0	39	0
0.5	Node0	-1	all	TimedOutInterests	0	0	0	0
0.5	Node1	256	netDeviceFace://	InInterests	78.4	1.99063	49	1.24414
0.5	Node1	256	netDeviceFace://	OutInterests	0	0	0	0
0.5	Node1	256	netDeviceFace://	InData	0	0	0	0
0.5	Node1	256	netDeviceFace://	OutData	65.6	67.7781	41	42.3613
0.5	Node1	256	netDeviceFace://	InSatisfiedInterests	65.6	0	41	0
0.5	Node1	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
0.5	Node1	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
0.5	Node1	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
0.5	Node1	258	netDeviceFace://	InInterests	0	0	0	0
0.5	Node1	258	netDeviceFace://	OutInterests	78.4	1.99063	49	1.24414
0.5	Node1	258	netDeviceFace://	InData	65.6	67.7781	41	42.3613
0.5	Node1	258	netDeviceFace://	OutData	0	0	0	0
0.5	Node1	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
0.5	Node1	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
0.5	Node1	258	netDeviceFace://	OutSatisfiedInterests	65.6	0	41	0
0.5	Node1	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
0.5	Node1	-1	all	SatisfiedInterests	65.6	0	41	0
0.5	Node1	-1	all	TimedOutInterests	0	0	0	0
0.5	Node4	256	netDeviceFace://	InInterests	76.8	1.95	48	1.21875
0.5	Node4	256	netDeviceFace://	OutInterests	0	0	0	0
0.5	Node4	256	netDeviceFace://	InData	0	0	0	0
0.5	Node4	256	netDeviceFace://	OutData	68.8	71.0844	43	44.4277
0.5	Node4	256	netDeviceFace://	InSatisfiedInterests	68.8	0	43	0
0.5	Node4	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
0.5	Node4	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
0.5	Node4	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
0.5	Node4	259	netDeviceFace://	InInterests	0	0	0	0
0.5	Node4	259	netDeviceFace://	OutInterests	76.8	1.95	48	1.21875
0.5	Node4	259	netDeviceFace://	InData	68.8	71.0844	43	44.4277
0.5	Node4	259	netDeviceFace://	OutData	0	0	0	0
0.5	Node4	259	netDeviceFace://	InSatisfiedInterests	0	0	0	0
0.5	Node4	259	netDeviceFace://	InTimedOutInterests	0	0	0	0
0.5	Node4	259	netDeviceFace://	OutSatisfiedInterests	68.8	0	43	0
0.5	Node4	259	netDeviceFace://	OutTimedOutInterests	0	0	0	0
0.5	Node4	-1	all	SatisfiedInterests	68.8	0	43	0
0.5	Node4	-1	all	TimedOutInterests	0	0	0	0
0.5	Node7	256	netDeviceFace://	InInterests	75.2	1.90938	47	1.19336
0.5	Node7	256	netDeviceFace://	OutInterests	0	0	0	0
0.5	Node7	256	netDeviceFace://	InData	0	0	0	0
0.5	Node7	256	netDeviceFace://	OutData	72	74.3906	45	46.4941
0.5	Node7	256	netDeviceFace://	InSatisfiedInterests	72	0	45	0
0.5	Node7	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
0.5	Node7	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
0.5	Node7	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
0.5	Node7	258	netDeviceFace://	InInterests	0	0	0	0
0.5	Node7	258	netDeviceFace://	OutInterests	75.2	1.90938	47	1.19336
0.5	Node7	258	netDeviceFace://	InData	72	74.3906	45	46.4941
0.5	Node7	258	netDeviceFace://	OutData	0	0	0	0
0.5	Node7	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
0.5	Node7	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
0.5	Node7	258	netDeviceFace://	OutSatisfiedInterests	72	0	45	0
0.5	Node7	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
0.5	Node7	-1	all	SatisfiedInterests	72	0	45	0
0.5	Node7	-1	all	TimedOutInterests	0	0	0	0
0.5	Node8	257	netDeviceFace://	InInterests	73.6	1.86875	46	1.16797
0.5	Node8	257	netDeviceFace://	OutInterests	0	0	0	0
0.5	Node8	257	netDeviceFace://	InData	0	0	0	0
0.5	Node8	257	netDeviceFace://	OutData	73.6	76.0438	46	47.5273
0.5	Node8	257	netDeviceFace://	InSatisfiedInterests	73.6	0	46	0
0.5	Node8	257	netDeviceFace://	InTimedOutInterests	0	0	0	0
0.5	Node8	257	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
0.5	Node8	257	netDeviceFace://	OutTimedOutInterests	0	0	0	0
0.5	Node8	258	appFace://	InInterests	0	0	0	0
0.5	Node8	258	appFace://	OutInterests	73.6	1.86875	46	1.16797
0.5	Node8	258	appFace://	InData	73.6	76.0438	46	47.5273
0.5	Node8	258	appFace://	OutData	0	0	0	0
0.5	Node8	258	appFace://	InSatisfiedInterests	0	0	0	0
0.5	Node8	258	appFace://	InTimedOutInterests	0	0	0	0
0.5	Node8	258	appFace://	OutSatisfiedInterests	73.6	0	46	0
0.5	Node8	258	appFace://	OutTimedOutInterests	0	0	0	0
0.5	Node8	-1	all	SatisfiedInterests	73.6	0	46	0
0.5	Node8	-1	all	TimedOutInterests	0	0	0	0
1	Node0	256	netDeviceFace://	InInterests	0	0	0	0
1	Node0	256	netDeviceFace://	OutInterests	96.32	0	50	0
1	Node0	256	netDeviceFace://	InData	92.48	95.5506	50	51.6602
1	Node0	256	netDeviceFace://	OutData	0	0	0	0
1	Node0	256	netDeviceFace://	InSatisfiedInterests	0	0	0	0
1	Node0	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
1	Node0	256	netDeviceFace://	OutSatisfiedInterests	92.48	0	50	0
1	Node0	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1	Node0	258	appFace://	InInterests	96.32	2.44562	50	1.26953
1	Node0	258	appFace://	OutInterests	0	0	0	0
1	Node0	258	appFace://	InData	0	0	0	0
1	Node0	258	appFace://	OutData	92.48	95.5506	50	51.6602
1	Node0	258	appFace://	InSatisfiedInterests	92.48	0	50	0
1	Node0	258	appFace://	InTimedOutInterests	0	0	0	0
1	Node0	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	Node0	258	appFace://	OutTimedOutInterests	0	0	0	0
1	Node0	-1	all	SatisfiedInterests	92.48	0	50	0
1	Node0	-1	all	TimedOutInterests	0	0	0	0
1	Node1	256	netDeviceFace://	InInterests	95.68	2.42937	50	1.26953
1	Node1	256	netDeviceFace://	OutInterests	0	0	0	0
1	Node1	256	netDeviceFace://	InData	0	0	0	0
1	Node1	256	netDeviceFace://	OutData	93.12	96.2119	50	51.6602
1	Node1	256	netDeviceFace://	InSatisfiedInterests	93.12	0	50	0
1	Node1	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
1	Node1	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
1	Node1	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1	Node1	258	netDeviceFace://	InInterests	0	0	0	0
1	Node1	258	netDeviceFace://	OutInterests	95.68	2.42937	50	1.26953
1	Node1	258	netDeviceFace://	InData	93.12	96.2119	50	51.6602
1	Node1	258	netDeviceFace://	OutData	0	0	0	0
1	Node1	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
1	Node1	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
1	Node1	258	netDeviceFace://	OutSatisfiedInterests	93.12	0	50	0
1	Node1	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1	Node1	-1	all	SatisfiedInterests	93.12	0	50	0
1	Node1	-1	all	TimedOutInterests	0	0	0	0
1	Node4	256	netDeviceFace://	InInterests	95.36	2.42125	50	1.26953
1	Node4	256	netDeviceFace://	OutInterests	0	0	0	0
1	Node4	256	netDeviceFace://	InData	0	0	0	0
1	Node4	256	netDeviceFace://	OutData	93.76	96.8731	50	51.6602
1	Node4	256	netDeviceFace://	InSatisfiedInterests	93.76	0	50	0
1	Node4	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
1	Node4	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
1	Node4	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1	Node4	259	netDeviceFace://	InInterests	0	0	0	0
1	Node4	259	netDeviceFace://	OutInterests	95.36	2.42125	50	1.26953
1	Node4	259	netDeviceFace://	InData	93.76	96.8731	50	51.6602
1	Node4	259	netDeviceFace://	OutData	0	0	0	0
1	Node4	259	netDeviceFace://	InSatisfiedInterests	0	0	0	0
1	Node4	259	netDeviceFace://	InTimedOutInterests	0	0	0	0
1	Node4	259	netDeviceFace://	OutSatisfiedInterests	93.76	0	50	0
1	Node4	259	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1	Node4	-1	all	SatisfiedInterests	93.76	0	50	0
1	Node4	-1	all	TimedOutInterests	0	0	0	0
1	Node7	256	netDeviceFace://	InInterests	95.04	2.41312	50	1.26953
1	Node7	256	netDeviceFace://	OutInterests	0	0	0	0
1	Node7	256	netDeviceFace://	InData	0	0	0	0
1	Node7	256	netDeviceFace://	OutData	94.4	97.5344	50	51.6602
1	Node7	256	netDeviceFace://	InSatisfiedInterests	94.4	0	50	0
1	Node7	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
1	Node7	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
1	Node7	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1	Node7	258	netDeviceFace://	InInterests	0	0	0	0
1	Node7	258	netDeviceFace://	OutInterests	95.04	2.41312	50	1.26953
1	Node7	258	netDeviceFace://	InData	94.4	97.5344	50	51.6602
1	Node7	258	netDeviceFace://	OutData	0	0	0	0
1	Node7	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
1	Node7	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
1	Node7	258	netDeviceFace://	OutSatisfiedInterests	94.4	0	50	0
1	Node7	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1	Node7	-1	all	SatisfiedInterests	94.4	0	50	0
1	Node7	-1	all	TimedOutInterests	0	0	0	0
1	Node8	257	netDeviceFace://	InInterests	94.72	2.405	50	1.26953
1	Node8	257	netDeviceFace://	OutInterests	0	0	0	0
1	Node8	257	netDeviceFace://	InData	0	0	0	0
1	Node8	257	netDeviceFace://	OutData	94.72	97.865	50	51.6602
1	Node8	257	netDeviceFace://	InSatisfiedInterests	94.72	0	50	0
1	Node8	257	netDeviceFace://	InTimedOutInterests	0	0	0	0
1	Node8	257	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
1	Node8	257	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1	Node8	258	appFace://	InInterests	0	0	0	0
1	Node8	258	appFace://	OutInterests	94.72	2.405	50	1.26953
1	Node8	258	appFace://	InData	94.72	97.865	50	51.6602
1	Node8	258	appFace://	OutData	0	0	0	0
1	Node8	258	appFace://	InSatisfiedInterests	0	0	0	0
1	Node8	258	appFace://	InTimedOutInterests	0	0	0	0
1	Node8	258	appFace://	OutSatisfiedInterests	94.72	0	50	0
1	Node8	258	appFace://	OutTimedOutInterests	0	0	0	0
1	Node8	-1	all	SatisfiedInterests	94.72	0	50	0
1	Node8	-1	all	TimedOutInterests	0	0	0	0
1.5	Node0	256	netDeviceFace://	InInterests	0	0	0	0
1.5	Node0	256	netDeviceFace://	OutInterests	99.264	0	50	0
1.5	Node0	256	netDeviceFace://	InData	98.496	101.766	50	51.6602
1.5	Node0	256	netDeviceFace://	OutData	0	0	0	0
1.5	Node0	256	netDeviceFace://	InSatisfiedInterests	0	0	0	0
1.5	Node0	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
1.5	Node0	256	netDeviceFace://	OutSatisfiedInterests	98.496	0	50	0
1.5	Node0	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1.5	Node0	258	appFace://	InInterests	99.264	2.52038	50	1.26953
1.5	Node0	258	appFace://	OutInterests	0	0	0	0
1.5	Node0	258	appFace://	InData	0	0	0	0
1.5	Node0	258	appFace://	OutData	98.496	101.766	50	51.6602
1.5	Node0	258	appFace://	InSatisfiedInterests	98.496	0	50	0
1.5	Node0	258	appFace://	InTimedOutInterests	0	0	0	0
1.5	Node0	258	appFace://	OutSatisfiedInterests	0	0	0	0
1.5	Node0	258	appFace://	OutTimedOutInterests	0	0	0	0
1.5	Node0	-1	all	SatisfiedInterests	98.496	0	50	0
1.5	Node0	-1	all	TimedOutInterests	0	0	0	0
1.5	Node1	256	netDeviceFace://	InInterests	99.136	2.51713	50	1.26953
1.5	Node1	256	netDeviceFace://	OutInterests	0	0	0	0
1.5	Node1	256	netDeviceFace://	InData	0	0	0	0
1.5	Node1	256	netDeviceFace://	OutData	98.624	101.899	50	51.6602
1.5	Node1	256	netDeviceFace://	InSatisfiedInterests	98.624	0	50	0
1.5	Node1	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
1.5	Node1	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
1.5	Node1	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1.5	Node1	258	netDeviceFace://	InInterests	0	0	0	0
1.5	Node1	258	netDeviceFace://	OutInterests	99.136	2.51713	50	1.26953
1.5	Node1	258	netDeviceFace://	InData	98.624	101.899	50	51.6602
1.5	Node1	258	netDeviceFace://	OutData	0	0	0	0
1.5	Node1	258	netDeviceFace://	InSatisfiedInterests	0	0	0	0
1.5	Node1	258	netDeviceFace://	InTimedOutInterests	0	0	0	0
1.5	Node1	258	netDeviceFace://	OutSatisfiedInterests	98.624	0	50	0
1.5	Node1	258	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1.5	Node1	-1	all	SatisfiedInterests	98.624	0	50	0
1.5	Node1	-1	all	TimedOutInterests	0	0	0	0
1.5	Node4	256	netDeviceFace://	InInterests	99.072	2.5155	50	1.26953
1.5	Node4	256	netDeviceFace://	OutInterests	0	0	0	0
1.5	Node4	256	netDeviceFace://	InData	0	0	0	0
1.5	Node4	256	netDeviceFace://	OutData	98.752	102.031	50	51.6602
1.5	Node4	256	netDeviceFace://	InSatisfiedInterests	98.752	0	50	0
1.5	Node4	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
1.5	Node4	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
1.5	Node4	256	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1.5	Node4	259	netDeviceFace://	InInterests	0	0	0	0
1.5	Node4	259	netDeviceFace://	OutInterests	99.072	2.5155	50	1.26953
1.5	Node4	259	netDeviceFace://	InData	98.752	102.031	50	51.6602
1.5	Node4	259	netDeviceFace://	OutData	0	0	0	0
1.5	Node4	259	netDeviceFace://	InSatisfiedInterests	0	0	0	0
1.5	Node4	259	netDeviceFace://	InTimedOutInterests	0	0	0	0
1.5	Node4	259	netDeviceFace://	OutSatisfiedInterests	98.752	0	50	0
1.5	Node4	259	netDeviceFace://	OutTimedOutInterests	0	0	0	0
1.5	Node4	-1	all	SatisfiedInterests	98.752	0	50	0
1.5	Node4	-1	all	TimedOutInterests	0	0	0	0
1.5	Node7	256	netDeviceFace://	InInterests	99.008	2.51388	50	1.26953
1.5	Node7	256	netDeviceFace://	OutInterests	0	0	0	0
1.5	Node7	256	netDeviceFace://	InData	0	0	0	0
1.5	Node7	256	netDeviceFace://	OutData	98.88	102.163	50	51.6602
1.5	Node7	256	netDeviceFace://	InSatisfiedInterests	98.88	0	50	0
1.5	Node7	256	netDeviceFace://	InTimedOutInterests	0	0	0	0
1.5	Node7	256	netDeviceFace://	OutSatisfiedInterests	0	0	0	0
